1488965649556224,28758790,2412,-95,0,-117.97,-110.08,-112.12,-117.06,-121.99,-125.02,-119.75,-120.58,-111.04,-114.35,-114.78,-107.23,-106.87,-113.93,-118.30,-121.50,-128.54,-113.54,-113.16,-112.62,-117.35,-109.46,-109.10,-115.72,-140.58,-108.22,-120.58,-112.28,-113.54,-114.78,-110.21,-121.99,-108.12,-114.14,-116.50,-126.60,-119.00,-111.48,-113.16,-108.65,-119.00,-109.10,-112.28,-107.61,-106.52,-115.48,-121.03,-116.23,-111.95,-113.16,-120.58,-126.60,-111.95,-108.65,-127.52,-113.73
1488965649556224,28758904,2412,-95,-3,-120.73,-112.70,-129.60,-122.24,-128.69,-112.30,-121.84,-128.69,-127.10,-112.04,-113.12,-118.86,-112.04,-112.98,-125.16,-125.76,-119.14,-111.07,-111.78,-139.14,-115.62,-136.65,-136.65,-117.32,-117.09,-128.69,-111.78,-112.70,-116.87,-124.60,-114.71,-116.87,-127.10,-113.27,-120.06,-117.56,-112.98,-118.86,-124.08,-120.73,-120.73,-108.26,-123.11,-111.91,-113.88,-116.22,-109.32,-112.70,-129.60,-114.54,-118.32,-116.02,-118.06,-112.17,-124.08,-120.39
1488965649556224,28759018,2412,-95,-1,-114.12,-111.81,-124.45,-119.08,-129.32,-107.21,-112.26,-110.48,-123.30,-114.51,-118.75,-116.75,-105.58,-110.86,-129.32,-122.77,-110.35,-115.12,-109.43,-117.84,-112.41,-115.78,-117.01,-116.25,-119.77,-112.73,-110.86,-107.64,-109.76,-112.57,-126.55,-114.91,-115.12,-125.10,-119.77,-117.84,-119.08,-110.48,-117.55,-111.39,-122.27,-113.75,-111.96,-114.51,-117.84,-115.34,-114.71,-123.86,-117.55,-122.77,-110.35,-116.50,-115.34,-120.14,-116.50,-114.71
1488965649556224,28759132,2412,-95,-2,-110.26,-126.13,-116.38,-123.95,-121.09,-122.61,-117.23,-121.09,-122.20,-111.67,-109.87,-119.51,-108.54,-112.79,-117.46,-118.95,-114.09,-122.20,-115.07,-125.53,-115.07,-114.90,-119.51,-124.97,-107.69,-113.93,-113.63,-125.53,-118.95,-115.25,-116.59,-114.73,-123.95,-117.92,-115.25,-115.25,-120.42,-115.07,-123.48,-124.44,-122.20,-110.67,-110.88,-113.49,-112.79,-111.32,-120.11,-108.63,-114.24,-123.03,-116.38,-112.03,-109.32,-120.42,-118.17,-117.23
1488965649556224,28759246,2412,-95,0,-119.96,-106.51,-136.43,-120.40,-116.15,-118.37,-116.15,-118.02,-113.51,-111.01,-109.45,-116.43,-107.70,-111.49,-111.82,-121.89,-113.93,-116.43,-107.39,-116.15,-121.37,-123.70,-113.93,-109.45,-119.53,-121.37,-109.59,-126.89,-114.85,-109.99,-109.72,-117.03,-114.38,-114.85,-114.85,-114.38,-119.96,-115.87,-115.61,-108.25,-115.87,-106.80,-109.72,-117.03,-123.05,-112.35,-108.13,-110.56,-118.74,-110.27,-117.35,-118.37,-115.87,-109.33,-109.85,-114.15
1488965649556224,28759363,2412,-95,4,-103.70,-120.05,-107.02,-120.84,-108.79,-105.41,-115.68,-106.14,-106.53,-109.55,-111.86,-108.39,-115.68,-115.92,-105.99,-122.67,-115.24,-111.72,-112.16,-108.79,-121.70,-120.05,-105.99,-108.59,-104.61,-105.34,-103.14,-104.61,-107.82,-112.79,-110.63,-118.98,-110.38,-109.00,-110.63,-117.45,-109.55,-108.59,-109.11,-112.47,-103.47,-113.30,-112.16,-106.53,-110.13,-115.46,-104.74,-111.16,-107.63,-128.20,-107.02,-115.24,-111.57,-104.93,-112.79,-104.42
1488965649556224,28759493,2412,-95,1,-131.31,-121.21,-112.83,-111.67,-109.88,-110.65,-110.03,-108.77,-108.64,-116.99,-116.99,-114.92,-124.47,-115.47,-111.14,-111.49,-108.77,-123.01,-110.65,-121.77,-109.17,-115.47,-123.71,-108.90,-117.69,-108.15,-113.93,-109.59,-107.12,-105.21,-111.85,-116.99,-114.92,-106.81,-116.05,-111.31,-112.42,-107.68,-110.65,-112.23,-115.47,-110.33,-113.93,-110.81,-108.39,-115.75,-112.42,-107.56,-131.31,-114.66,-118.85,-115.47,-119.27,-114.92,-109.59,-114.41
1488965649556224,28759683,2412,-95,1,-113.89,-111.91,-111.10,-115.43,-109.62,-116.16,-112.59,-108.17,-121.73,-110.14,-118.21,-112.49,-112.00,-114.75,-116.16,-107.58,-112.39,-113.77,-111.19,-114.13,-107.14,-106.37,-114.25,-114.37,-115.71,-109.55,-113.11,-131.28,-113.55,-108.05,-114.75,-115.43,-119.91,-111.19,-111.36,-117.47,-109.41,-114.01,-107.41,-106.46,-110.45,-113.32,-114.88,-119.91,-114.88,-118.81,-110.37,-108.73,-111.54,-111.63,-116.31,-108.23,-108.73,-117.30,-108.86,-119.68
1488965649556224,28759797,2412,-95,0,-120.70,-136.74,-122.76,-124.70,-107.10,-116.74,-115.65,-110.72,-112.30,-115.65,-107.69,-121.17,-111.16,-113.61,-108.33,-117.98,-119.04,-114.68,-121.17,-113.21,-118.32,-112.84,-110.86,-117.34,-109.76,-120.70,-115.15,-108.55,-108.11,-107.59,-114.02,-111.96,-122.20,-114.02,-108.66,-114.92,-114.02,-119.83,-111.01,-113.81,-109.38,-126.28,-110.29,-117.34,-113.21,-110.02,-110.86,-121.17,-113.61,-129.38,-107.19,-119.83,-119.43,-117.65,-110.02,-112.30
1488965649556224,28759946,2412,-95,1,-115.41,-110.29,-106.26,-107.31,-112.13,-110.94,-117.31,-122.17,-110.53,-110.13,-119.52,-106.87,-106.46,-104.07,-108.71,-117.31,-108.13,-111.65,-112.43,-109.75,-109.90,-126.51,-113.97,-114.86,-115.27,-109.83,-119.08,-115.13,-117.86,-121.57,-114.73,-114.34,-115.13,-111.56,-111.65,-119.52,-121.01,-121.87,-115.55,-104.88,-108.90,-112.03,-110.53,-111.75,-115.41,-112.33,-119.99,-124.27,-118.65,-122.49,-109.18,-123.16,-120.24,-126.51,-109.61,-126.01
1488965649556224,28760145,2412,-95,1,-110.38,-110.93,-110.65,-111.99,-111.37,-112.66,-106.47,-116.81,-109.37,-107.85,-112.32,-109.26,-116.01,-109.74,-114.82,-110.12,-112.84,-125.06,-111.99,-111.99,-113.77,-119.41,-113.20,-108.91,-112.66,-116.27,-106.13,-131.08,-126.64,-123.72,-112.49,-110.38,-113.39,-119.79,-111.99,-123.72,-114.39,-103.97,-110.93,-113.58,-113.20,-109.14,-106.55,-115.05,-111.37,-120.62,-111.52,-123.72,-121.54,-117.70,-106.47,-114.82,-112.32,-117.39,-112.49,-134.60
1488965649556224,28760487,2412,-95,4,-110.27,-119.64,-123.42,-108.40,-124.25,-123.42,-109.13,-104.16,-106.52,-112.88,-103.18,-104.69,-116.64,-119.64,-112.65,-109.28,-112.20,-105.66,-110.27,-115.30,-106.98,-124.25,-114.70,-105.26,-111.58,-121.97,-125.16,-106.86,-108.98,-111.58,-118.67,-113.12,-109.44,-107.99,-104.16,-114.70,-103.34,-110.09,-104.25,-102.24,-106.98,-115.62,-104.78,-105.97,-109.76,-111.38,-117.40,-113.62,-109.93,-103.42,-112.42,-107.85,-110.80,-115.95,-109.28,-112.42
1488965649556224,28760601,2412,-95,2,-119.77,-115.60,-110.68,-107.73,-118.53,-115.60,-113.75,-114.44,-108.61,-99.25,-100.04,-112.51,-106.49,-113.11,-114.81,-111.95,-115.60,-115.20,-111.17,-110.68,-108.07,-111.42,-120.47,-114.44,-114.09,-107.73,-110.01,-128.07,-113.42,-108.24,-115.60,-117.44,-116.94,-116.03,-111.17,-108.61,-123.99,-113.75,-110.23,-117.44,-118.53,-116.94,-123.99,-120.47,-111.95,-116.03,-136.03,-123.99,-118.53,-113.42,-132.51,-117.97,-116.03,-109.38,-115.20,-120.47
